SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 179721;",7341368
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 206122;",35716
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND keyword_id >= 121549;",45771
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 148098;",7226608
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id != 134862;",6543313
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 2 AND keyword_id > 144041;",409
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 161651 AND kind_id <= 7;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 97117;",441949
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 190432 AND kind_id = 4;",3845
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 181874 AND kind_id = 2;",312380
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND keyword_id < 45196;",6237243
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id < 104772;",4544599
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 106465 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 11162;",4427577
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND keyword_id > 40927;",96283
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND keyword_id <= 12554;",4633987
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 226509;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 134783;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND keyword_id <= 42255;",336021
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 15269;",2485539
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 6;",1729449
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id > 41248;",1061848
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND keyword_id <= 57667;",6567815
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 89075 AND kind_id < 7;",5831271
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND keyword_id < 131130;",4602823
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 37946 AND kind_id != 6;",6059167
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 102177;",7015145
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 135267 AND kind_id = 3;",374109
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND keyword_id > 156438;",15760
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND keyword_id = 117828;",10
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 8;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 1426;",1547896
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 93680;",6956775
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND keyword_id >= 48691;",712671
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND keyword_id <= 194059;",7366467
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 163180 AND kind_id = 2;",312380
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 1;",4114291
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 153288;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 17165;",5174481
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 1978 AND kind_id <= 4;",177
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 137954 AND kind_id >= 3;",2993244
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND keyword_id > 223941;",13708
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 79423;",6839709
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND keyword_id >= 35974;",888824
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 129547;",7419914
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 56336;",7419914
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 14531 AND kind_id > 1;",2121873
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 153330;",157341
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND keyword_id < 74160;",3754034
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND keyword_id <= 76026;",1429164
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 90011;",7419898
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 6719;",3894860
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 212917;",26884
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 160842;",7293545
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 190726 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND keyword_id <= 212748;",7392784
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 205497;",7383303
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 2 AND keyword_id < 80203;",300691
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 54276;",6519138
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 57860;",6569275
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 40713;",6245067
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 213400;",7393651
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 147852;",4
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 171092;",97451
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 169162;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND keyword_id != 119811;",3305624
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND keyword_id <= 162814;",7299843
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 229461;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 223420 AND kind_id <= 8;",14274
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND keyword_id != 48844;",4426659
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 53488;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 7145;",3808695
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 109601;",7047299
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND keyword_id > 145447;",31446
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 86633 AND kind_id != 6;",6778519
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 66439 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 122620 AND kind_id = 7;",44360
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 68219;",717914
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 115353 AND kind_id >= 3;",2876930
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 93649;",4
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 59838 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 63549 AND kind_id > 1;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id < 171471;",4726933
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 85765;",12
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 3135 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND keyword_id != 184078;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND keyword_id >= 38317;",358493
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 210746 AND kind_id >= 6;",1728615
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 234886;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 227207;",7409849
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 31246 AND kind_id > 1;",4
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 76962;",617722
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND keyword_id != 159112;",4114289
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND keyword_id >= 226271;",684
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 223491;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 217815;",20822
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 113375 AND kind_id <= 7;",7065038
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 160580;",7292475
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND keyword_id < 2869;",1943387
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id != 117462;",6543311
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 233956 AND kind_id != 8;",2775
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 101224;",7006761
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 2689 AND kind_id < 3;",79
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 215601;",7396342
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND keyword_id != 87189;",5831278
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND keyword_id < 191889;",6979312
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND keyword_id = 216135;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND keyword_id <= 31046;",1261798
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND keyword_id <= 50613;",3600669
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 182098;",7345995
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 228022 AND kind_id != 1;",3304140
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 171842 AND kind_id < 8;",7324348
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 23702;",5557140
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 183262 AND kind_id < 4;",4749010
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 144060;",7201136
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND keyword_id = 226035;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 89072 AND kind_id != 4;",460674
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 8;",7419916
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 211292 AND kind_id >= 1;",7390946
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND keyword_id > 84977;",123494
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 174922;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 8 AND keyword_id <= 194400;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 218427 AND kind_id <= 6;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 208665 AND kind_id <= 6;",5831277
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id >= 75584;",395665
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 204176;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 171604 AND kind_id != 2;",7011391
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 20847 AND kind_id >= 2;",14
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 97310 AND kind_id < 7;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 154680;",150401
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 59468 AND kind_id != 2;",7107533
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND keyword_id > 103363;",255224
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND keyword_id = 85090;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 144178;",7201273
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND keyword_id < 95348;",5477574
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND keyword_id != 36355;",2606047
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 19018;",7419898
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 39473;",6208281
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND keyword_id >= 71489;",292623
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND keyword_id <= 187597;",6972825
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 69367 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 209909 AND kind_id = 2;",312380
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id > 142895;",187605
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND keyword_id >= 97047;",273431
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 160975;",5
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND keyword_id = 91715;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 1 AND keyword_id <= 137305;",3931658
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 47360;",1029874
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 27544;",17
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 135566 AND kind_id <= 4;",221438
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 152523 AND kind_id >= 6;",1723113
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 65262 AND kind_id >= 4;",300489
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND keyword_id > 125134;",37636
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 135214 AND kind_id >= 1;",7164972
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 75815;",6791789
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 164289 AND kind_id > 7;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 3;",4426671
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND keyword_id != 705;",2993244
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 138325 AND kind_id != 1;",3242263
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 1761;",131
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 155067;",7271074
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 31129 AND kind_id > 1;",2569289
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 94663 AND kind_id > 2;",176347
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 166461;",7310336
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 163217 AND kind_id > 6;",1588637
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 134497 AND kind_id > 1;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND keyword_id <= 233656;",7029872
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 232614 AND kind_id < 3;",3547
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 32358 AND kind_id < 7;",5831163
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 98189;",434902
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 137107;",7171078
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 52441;",936284
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 154427 AND kind_id > 4;",1723789
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 84175 AND kind_id = 6;",140812
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND keyword_id >= 170980;",81829
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND keyword_id >= 155924;",140314
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2;",4426671
